"","client","sub","total","year","catcode"
"2153","Academy of Managed Care Pharmacies","Academy of Managed Care Pharmacies",219000,"2001","H4400"
"2154","Academy of Managed Care Pharmacies","Academy of Managed Care Pharmacies",847000,"2014","H4400"
"2155","Academy of Radiology Research","Academy of Radiology Research",1110000,"2010","H4100"
"2156","Academy of Radiology Research","Academy of Radiology Research",50800,"2016","H4100"
"2157","Achaogen","Achaogen",180000,"2014","H4500"
"2158","Adamas Pharmaceuticals","Adamas Pharmaceuticals",110000,"2008","H4300"
"2159","Adamas Pharmaceuticals","Adamas Pharmaceuticals",10000,"2015","H4300"
"2160","Advanced Life Sciences","Advanced Life Sciences",20000,"2011","H4300"
"2161","AeroCare Holdings","AeroCare Holdings",50000,"2008","H4200"
"2162","Agennix Inc","Agennix Inc",20000,"2008","H4500"
"2163","Biocryst Pharmaceuticals","Biocryst Pharmaceuticals",120000,"2016","H4300"
"2164","Bioenterprise","Bioenterprise",40000,"2006","H4500"
"2165","BioMarin Pharmaceutical","BioMarin Pharmaceutical",80000,"2009","H4500"
"2166","BioMarin Pharmaceutical","BioMarin Pharmaceutical",290000,"2016","H4300"
"2167","Bioprotection Systems","Bioprotection Systems",120000,"2008","H4500"
"2168","Biotech Research & Development Center","Biotech Research & Development Center",162500,"2002","H4500"
"2169","Accentia Biopharmaceuticals","Accentia Biopharmaceuticals",10000,"2012","H4300"
"2170","Bracco Diagnostics","Bracco Diagnostics",0,"1998","H4300"
"2171","Bracco Diagnostics","Bracco Diagnostics",20000,"2005","H4300"
"2172","AVI BioPharma","AVI BioPharma",20000,"2009","H4500"
"2173","Arteriocyte Inc","Arteriocyte Inc",90000,"2012","H4100"
"2174","Assn of Clinical Research Organizations","Assn of Clinical Research Organizations",215000,"2014","H4300"
"2175","Sarepta Therapeutics","Sarepta Therapeutics",430000,"2015","H4300"
"2176","Philips Electronics","Philips Medical Systems",1e+05,"1999","H4100"
"2177","Philips Electronics","Philips Medical Systems",24000,"2009","H4100"
"2178","Eisai Co Ltd","Eisai Inc",2730000,"2009","H4300"
"2179","Astellas Pharma","Astellas Pharma USA",1040000,"2008","H4300"
"2180","Cubist Pharmaceuticals","Cubist Pharmaceuticals",1380000,"2014","H4300"
"2181","Medicines Co","Medicines Co",2165000,"2006","H4300"
"2182","Medicines Co","Medicines Co",2730000,"2007","H4300"
"2183","Akorn","Akorn",120000,"2006","H4300"
"2184","Akorn","Akorn",20000,"2007","H4300"
"2185","Cleveland BioLabs","Cleveland BioLabs",60000,"2014","H4500"
"2186","Coalition for Plant & Life Science","Coalition for Plant & Life Science",80000,"2010","H4500"
"2187","Coalition for Plant & Life Science","Coalition for Plant & Life Science",80000,"2011","H4500"
"2188","Merit Medical Systems","Merit Medical Systems",70000,"2014","H4100"
"2189","Takeda Pharmaceutical Co","Takeda Pharmaceuticals North America",1609469,"2013","H4300"
"2190","NxStage Medical","NxStage Medical",326500,"2008","H4100"
"2191","Breckenridge Pharmaceutical","Breckenridge Pharmaceutical",30000,"2013","H4300"
"2192","Academy of Managed Care Pharmacies","Academy of Managed Care Pharmacies",1e+05,"2006","H4400"
"2193","Accuray Inc","Accuray Inc",120000,"2006","H4100"
"2194","Accuray Inc","Accuray Inc",160000,"2007","H4100"
"2195","Advanced BioHealing","Advanced Biohealing",120000,"2009","H4500"
"2196","Advanced Endoscopy Devices","Advanced Endoscopy Devices",25000,"2010","H4100"
"2197","AeroCare Holdings","AeroCare Holdings",20000,"2006","H4200"
"2198","Merit Medical Systems","Merit Medical Systems",40000,"2013","H4100"
"2199","Alatech Healthcare","Alatech Healthcare",120000,"2009","H4200"
"2200","Alpharma Inc","Alpharma Inc",180000,"2006","H4300"
"2201","Alpharma Inc","Alpharma Inc",160000,"2007","H4300"
"2202","Body Media","Body Media",80000,"2010","H4100"
"2203","Academy of Managed Care Pharmacies","Academy of Managed Care Pharmacies",1005000,"2009","H4400"
"2204","Academy of Radiology Research","Academy of Radiology Research",2e+05,"2000","H4100"
"2205","Academy of Radiology Research","Academy of Radiology Research",180000,"2002","H4100"
"2206","Academy of Radiology Research","Academy of Radiology Research",2e+05,"2003","H4100"
"2207","Academy of Radiology Research","Academy of Radiology Research",2e+05,"2005","H4100"
"2208","Achaogen","Achaogen",180000,"2012","H4500"
"2209","Cleveland BioLabs","Cleveland BioLabs",150000,"2013","H4500"
"2210","Cltn for Competitive Pharma Marketing","Cltn for Competitive Pharma Marketing",80000,"2005","H4300"
"2211","Cochlear Corp","Cochlear Corp",80000,"2009","H4100"
"2212","CardioNet","CardioNet",60000,"2007","H4100"
"2213","CardioNet","CardioNet",0,"2011","H4100"
"2214","Cell Therapeutics","Cell Therapeutics",1e+05,"2000","H4500"
"2215","Cellerant Therapeutics","Cellerant Therapeutics",0,"2014","H4500"
"2216","Bioenterprise","Bioenterprise",10000,"2010","H4500"
"2217","Bioenterprise","Bioenterprise",40000,"2011","H4500"
"2218","Body Media","Body Media",40000,"2003","H4100"
"2219","Burnham Institute for Medical Research","Burnham Institute for Medical Research",30000,"2011","H4500"
"2220","C-Path Institute","C-Path Institute",160000,"2007","H4300"
"2221","C-Path Institute","C-Path Institute",120000,"2011","H4300"
"2222","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",240000,"2001","H4500"
"2223","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",250000,"2008","H4500"
"2224","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",120000,"2014","H4500"
"2225","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",80000,"2015","H4500"
"2226","Par Pharmaceutical Companies","Strativa Pharmaceuticals",80000,"2009","H4300"
"2227","Zoll Medical","Zoll Medical",0,"2007","H4100"
"2228","Zoll Medical","Zoll Medical",20000,"2016","H4100"
"2229","Academy of Radiology Research","Academy of Radiology Research",180000,"1998","H4100"
"2230","Accuray Inc","Accuray Inc",110000,"2008","H4100"
"2231","Admetech","Admetech",30000,"2011","H4500"
"2232","Aduro BioTech","Aduro BioTech",40000,"2009","H4500"
"2233","Agios Pharmaceuticals","Agios Pharmaceuticals",80000,"2010","H4300"
"2234","Akorn","Akorn",60000,"2009","H4300"
"2235","Anzenna Inc","Anzenna Inc",60000,"2007","H4300"
"2236","Anzenna Inc","Anzenna Inc",80000,"2009","H4300"
"2237","Apotex Inc","Apotex Inc",580000,"2016","H4300"
"2238","Arbor Vita Corp","Arbor Vita Corp",30000,"2009","H4500"
"2239","Takeda Pharmaceuticals North America","Takeda Pharmaceuticals North America",0,"2000","H4300"
"2240","Takeda Pharmaceutical Co","Takeda Pharmaceuticals North America",1481000,"2014","H4300"
"2241","Philips Electronics","Philips Medical Systems",12000,"2010","H4100"
"2242","Astellas Pharma","Astellas Pharma USA",1651408,"2009","H4300"
"2243","Medicines Co","Medicines Co",230000,"2015","H4300"
"2244","Ablitech Inc","Ablitech Inc",20000,"2012","H4500"
"2245","Accuray Inc","Accuray Inc",130000,"2011","H4100"
"2246","Acorda Therapeutics","Acorda Therapeutics",210000,"2010","H4300"
"2247","Admetech","Admetech",120000,"2001","H4500"
"2248","Admetech","Admetech",0,"2014","H4500"
"2249","Adroit Medical Systems","Adroit Medical Systems",26000,"2010","H4100"
"2250","Aduro BioTech","Aduro BioTech",40000,"2013","H4500"
"2251","Consortium for Plant Biotech Research","Consortium for Plant Biotech Research",20000,"2006","H4500"
"2252","Consortium for Plant Biotech Research","Consortium for Plant Biotech Research",33000,"2009","H4500"
"2253","Constellation Technology","Constellation Technology",40000,"1999","H4100"
"2254","Amphastar Pharmaceuticals","Amphastar Pharmaceuticals",90000,"2014","H4300"
"2255","Apotex Inc","Apotex Inc",590000,"2009","H4300"
"2256","Anzenna Inc","Anzenna Inc",0,"2010","H4300"
"2257","Aqua Bounty Technologies","Aqua Bounty Technologies",80000,"2013","H4500"
"2258","Arbor Vita Corp","Arbor Vita Corp",140000,"2007","H4500"
"2259","Arteriocyte Inc","Arteriocyte Inc",40000,"2016","H4100"
"2260","Cangene Corp","Cangene Corp",160000,"2005","H4500"
"2261","CCS Medical","CCS Medical",190000,"2008","H4100"
"2262","Cell Therapeutics","Cell Therapeutics",40000,"2002","H4500"
"2263","Cell Therapeutics","Cell Therapeutics",80000,"2003","H4500"
"2264","Cellerant Therapeutics","Cellerant Therapeutics",40000,"2003","H4500"
"2265","Academy of Managed Care Pharmacies","Academy of Managed Care Pharmacies",921000,"2015","H4400"
"2266","Academy of Radiology Research","Academy of Radiology Research",220000,"1999","H4100"
"2267","Achaogen","Achaogen",2e+05,"2015","H4500"
"2268","Acorda Therapeutics","Acorda Therapeutics",240000,"2009","H4300"
"2269","Adroit Medical Systems","Adroit Medical Systems",0,"2009","H4100"
"2270","Advanced Life Sciences","Advanced Life Sciences",80000,"2010","H4300"
"2271","Aldevron","Aldevron",120000,"2004","H4500"
"2272","A Voice for All","A Voice for All",60000,"2006","H4100"
"2273","Academy of Radiology Research","Academy of Radiology Research",2e+05,"2004","H4100"
"2274","Academy of Radiology Research","Academy of Radiology Research",220000,"2007","H4100"
"2275","Academy of Radiology Research","Academy of Radiology Research",160000,"2009","H4100"
"2276","Acorda Therapeutics","Acorda Therapeutics",140000,"2013","H4300"
"2277","Academy of Radiology Research","Academy of Radiology Research",140000,"2014","H4100"
"2278","Advanced BioHealing","Advanced Biohealing",240000,"2010","H4500"
"2279","Advanced Endoscopy Devices","Advanced Endoscopy Devices",12500,"2009","H4100"
"2280","Advaxis Inc","Advaxis Inc",130000,"2016","H4500"
"2281","Aspect Medical Systems","Aspect Medical Systems",210000,"2002","H4100"
"2282","Assn of Clinical Research Organizations","Assn of Clinical Research Organizations",1e+05,"2010","H4300"
"2283","ATI Corp","ATI Corp",10000,"2009","H4500"
"2284","Avantis Medical Systems","Avantis Medical Systems",170000,"2010","H4100"
"2285","AlgiPharma AS","AlgiPharma AS",10000,"2010","H4000"
"2286","AeroCare Holdings","AeroCare Holdings",70000,"2009","H4200"
"2287","Aldevron","Aldevron",120000,"2005","H4500"
"2288","CardioNet","CardioNet",0,"2013","H4100"
"2289","Cempra Pharmaceuticals","Cempra Pharmaceuticals",335000,"2008","H4300"
"2290","Cempra Pharmaceuticals","Cempra Pharmaceuticals",40000,"2014","H4300"
"2291","Cerus Corp","Cerus Corp",60000,"2003","H4500"
"2292","Bavarian Nordic","Bavarian Nordic",698000,"2012","H4300"
"2293","Biomarin Pharmaceutical","BioMarin Pharmaceutical",290000,"2014","H4300"
"2294","Biomet Inc","Biomet Inc",210000,"2008","H4100"
"2295","Biomet Inc","Biomet Inc",420000,"2010","H4100"
"2296","Bioprotection Systems","Bioprotection Systems",40000,"2007","H4500"
"2297","Bioquiddity Inc","Bioquiddity Inc",40000,"2005","H4100"
"2298","Blood Cell Storage Inc","Blood Cell Storage Inc",120000,"2010","H4100"
"2299","CyberKnife Coalition","CyberKnife Coalition",2e+05,"2004","H4100"
"2300","CyberKnife Coalition","CyberKnife Coalition",40000,"2010","H4100"
"2301","Centurion Medical Products","Centurion Medical Products",50000,"2010","H4100"
"2302","Angiodynamics Inc","Angiodynamics Inc",106875,"2008","H4100"
"2303","Apotex Inc","Apotex Inc",85000,"2002","H4300"
"2304","ARCA Biopharma","ARCA Biopharma",70000,"2011","H4300"
"2305","Arteriocyte Inc","Arteriocyte Inc",80000,"2013","H4100"
"2306","Athena ISG/GTXtreme","Athena ISG/GTXtreme",20000,"2004","H4000"
"2307","Athena ISG/GTXtreme","Athena ISG/GTXtreme",0,"2006","H4000"
"2308","Cleveland BioLabs","Cleveland BioLabs",110000,"2010","H4500"
"2309","Bioness Inc","Bioness Inc",60000,"2009","H4100"
"2310","Biotech Research & Development Center","Biotech Research & Development Center",150000,"2004","H4500"
"2311","Biotech Research & Development Center","Biotech Research & Development Center",155000,"2007","H4500"
"2312","Biotech-Pharma Advisory","Biotech-Pharma Advisory",0,"2006","H4000"
"2313","Body Media","Body Media",50000,"2009","H4100"
"2314","Bracco Diagnostics","Bracco Diagnostics",40000,"2004","H4300"
"2315","Breckenridge Pharmaceutical","Breckenridge Pharmaceutical",80000,"2008","H4300"
"2316","Alpharma Inc","Alpharma Inc",40000,"2003","H4300"
"2317","Alpharma Inc","Alpharma Inc",2e+05,"2005","H4300"
"2318","Amphastar Pharmaceuticals","Amphastar Pharmaceuticals",387500,"2009","H4300"
"2319","Analogic Corp","Analogic Corp",2e+05,"2008","H4100"
"2320","Apotex Inc","Apotex Inc",50000,"2001","H4300"
"2321","Apotex Inc","Apotex Inc",5e+05,"2008","H4300"
"2322","Aqua Bounty Technologies","Aqua Bounty Technologies",10000,"2009","H4500"
"2323","Amphastar Pharmaceuticals","Amphastar Pharmaceuticals",2e+05,"2007","H4300"
"2324","Angiodynamics Inc","Angiodynamics Inc",140000,"2007","H4100"
"2325","Aqua Bounty Technologies","Aqua Bounty Technologies",80000,"2014","H4500"
"2326","Aqua Bounty Technologies","Aqua Bounty Technologies",80000,"2015","H4500"
"2327","Arborgen","Arborgen",60000,"2012","H4500"
"2328","Arborgen","Arborgen",0,"2013","H4500"
"2329","Arteriocyte Inc","Arteriocyte Inc",40000,"2008","H4100"
"2330","Arteriocyte Inc","Arteriocyte Inc",80000,"2015","H4100"
"2331","Alpharma Inc","Alpharma Human Pharmaceuticals",123500,"2003","H4300"
"2332","Alpharma Inc","Alpharma Human Pharmaceuticals",39000,"2005","H4300"
"2333","America's Specialty Medicine Companies","America's Specialty Medicine Companies",240000,"2009","H4300"
"2334","Aspect Medical Systems","Aspect Medical Systems",70000,"2001","H4100"
"2335","Aspect Medical Systems","Aspect Medical Systems",130000,"2008","H4100"
"2336","Assn of Clinical Research Organizations","Assn of Clinical Research Organizations",40000,"2003","H4300"
"2337","Assn of Clinical Research Organizations","Assn of Clinical Research Organizations",20000,"2005","H4300"
"2338","Assn of Clinical Research Organizations","Assn of Clinical Research Organizations",70000,"2012","H4300"
"2339","Athena ISG/GTXtreme","Athena ISG/GTXtreme",20000,"2003","H4000"
"2340","Athena ISG/GTXtreme","Athena ISG/GTXtreme",30000,"2014","H4000"
"2341","Endocare Inc","Endocare Inc",0,"2001","H4100"
"2342","Angiodynamics Inc","Angiodynamics Inc",63000,"2009","H4100"
"2343","Alatech Healthcare","Alatech Healthcare",120000,"2008","H4200"
"2344","Alfred Mann Foundation","Alfred Mann Foundation",140000,"2014","H4500"
"2345","FluGen Inc","FluGen Inc",0,"2013","H4500"
"2346","American Medical Technologies","American Medical Technologies",60000,"2009","H4100"
"2347","Adamas Pharmaceuticals","Adamas Pharmaceuticals",0,"2016","H4300"
"2348","Advanced Init in Medical Simulation","Advanced Init in Medical Simulation",40000,"2007","H4000"
"2349","Advanced Init in Medical Simulation","Advanced Init in Medical Simulation",80000,"2009","H4000"
"2350","Alnylam Pharmaceuticals","Alnylam Pharmaceuticals",240000,"2005","H4300"
"2351","Alnylam Pharmaceuticals","Alnylam Pharmaceuticals",10000,"2012","H4300"
"2352","Cellerant Therapeutics","Cellerant Therapeutics",80000,"2010","H4500"
"2353","Cellerant Therapeutics","Cellerant Therapeutics",40000,"2011","H4500"
"2354","Aurora Imaging Technology","Aurora Imaging Technology",40000,"2009","H4100"
"2355","AVI BioPharma","AVI BioPharma",40000,"2007","H4500"
"2356","Bioquiddity Inc","Bioquiddity Inc",60000,"2007","H4100"
"2357","Bioquiddity Inc","Bioquiddity Inc",20000,"2009","H4100"
"2358","Biotech Research & Development Center","Biotech Research & Development Center",162500,"2003","H4500"
"2359","Bracco Diagnostics","Bracco Diagnostics",70000,"2001","H4300"
"2360","Bracco Diagnostics","Bracco Diagnostics",2e+05,"2008","H4300"
"2361","C-Path Institute","C-Path Institute",60000,"2013","H4300"
"2362","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",40000,"1998","H4500"
"2363","Biocryst Pharmaceuticals","Biocryst Pharmaceuticals",80000,"2006","H4300"
"2364","Biocryst Pharmaceuticals","Biocryst Pharmaceuticals",490000,"2010","H4300"
"2365","Biocryst Pharmaceuticals","Biocryst Pharmaceuticals",210000,"2011","H4300"
"2366","Bioenterprise","Bioenterprise",40000,"2009","H4500"
"2367","Biomet Inc","Biomet Inc",60000,"2014","H4100"
"2368","Bioness Inc","Bioness Inc",150000,"2010","H4100"
"2369","Biotech-Pharma Advisory","Biotech-Pharma Advisory",40000,"2008","H4000"
"2370","Cyberonics Inc","Cyberonics Inc",91000,"2012","H4100"
"2371","C-Path Institute","C-Path Institute",120000,"2009","H4300"
"2372","Assn of Clinical Research Organizations","Assn of Clinical Research Organizations",420000,"2015","H4300"
"2373","Canada International Pharmacy Assn","Canada International Pharmacy Assn",160000,"2014","H4300"
"2374","Cangene Corp","Cangene Corp",240000,"2006","H4500"
"2375","Cerus Corp","Cerus Corp",80000,"2009","H4500"
"2376","Athena ISG/GTXtreme","Athena ISG/GTXtreme",80000,"2015","H4000"
"2377","Sarepta Therapeutics","Sarepta Therapeutics",270000,"2016","H4300"
"2378","GenPhar Inc","GenPhar Inc                             ",40000,"2003","H4500"
"2379","GenPhar Inc","GenPhar Inc                             ",40000,"2005","H4500"
"2380","C-Path Institute","C-Path Institute",1e+05,"2005","H4300"
"2381","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",130000,"2009","H4500"
"2382","CareFusion","CareFusion",160000,"2010","H4100"
"2383","Cochlear Corp","Cochlear Corp",40000,"2005","H4100"
"2384","Cochlear Corp","Cochlear Corp",140000,"2014","H4100"
"2385","Aldevron","Aldevron",120000,"2006","H4500"
"2386","Aldevron","Aldevron",120000,"2007","H4500"
"2387","AlgiPharma AS","AlgiPharma AS",0,"2008","H4000"
"2388","Alnylam Pharmaceuticals","Alnylam Pharmaceuticals",1e+05,"2010","H4300"
"2389","Alpharma Inc","Alpharma Inc",40000,"2004","H4300"
"2390","BioMarin Pharmaceutical","BioMarin Pharmaceutical",70000,"2013","H4300"
"2391","Cellerant Therapeutics","Cellerant Therapeutics",80000,"2009","H4500"
"2392","Cempra Pharmaceuticals","Cempra Pharmaceuticals",120000,"2007","H4300"
"2393","Diffusion Pharmaceuticals","Diffusion Pharmaceuticals",55000,"2009","H4300"
"2394","Djo Inc","Djo Inc",240000,"2013","H4100"
"2395","Arborgen","Arborgen",80000,"2007","H4500"
"2396","Arteriocyte Inc","Arteriocyte Inc",70000,"2014","H4100"
"2397","Alpharma Inc","Alpharma Human Pharmaceuticals",170500,"2004","H4300"
"2398","Analogic Corp","Analogic Corp",30000,"2016","H4100"
"2399","Arborgen","Arborgen",140000,"2010","H4500"
"2400","Arena Pharmaceuticals","Arena Pharmaceuticals",30000,"2009","H4500"
"2401","Arteriocyte Inc","Arteriocyte Inc",130000,"2009","H4100"
"2402","Burnham Institute for Medical Research","Burnham Institute for Medical Research",60000,"2010","H4500"
"2403","Apotex Inc","Apotex Inc",15000,"2004","H4300"
"2404","Apotex Inc","Apotex Inc",690000,"2010","H4300"
"2405","Apotex Inc","Apotex Inc",690000,"2011","H4300"
