level5_code,level5,kegg,level1_code,level1,level2_code,level2,level3_code,level3,level4_code,level4
D04AB06,Tetracaine [DG:DG00296],D00551  Tetracaine (USP/INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB06,Tetracaine [DG:DG00296],D00741  Tetracaine hydrochloride (JP17/USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB07,Pramocaine [DG:DG00300],NA,D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB07,Pramocaine [DG:DG00300],D08407  Pramocaine (INN),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D04AB07,Pramocaine [DG:DG00300],D00739  Pramoxine hydrochloride (USP),D,dermatologicals,D04,"antipruritics, incl. antihistamines, anesthetics, etc.",D04A,"antipruritics, incl. antihistamines, anesthetics, etc.",D04AB,anesthetics for topical use
D05AC01,Dithranol,NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AC,antracen derivatives
D05AC01,Dithranol,D00233  Anthralin (USP),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AC,antracen derivatives
D05AC51,"Dithranol, combinations",NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AC,antracen derivatives
D05AD01,Trioxysalen,NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AD,psoralens for topical use
D05AD01,Trioxysalen,D01034  Trioxsalen (USP),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AD,psoralens for topical use
D05AD02,Methoxsalen,NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AD,psoralens for topical use
D05AD02,Methoxsalen,D00139  Methoxsalen (JP17/USP),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AD,psoralens for topical use
D05AX01,Fumaric acid,NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX01,Fumaric acid,D02308  Fumaric acid (NF),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX02,Calcipotriol [DG:DG00394],NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX02,Calcipotriol [DG:DG00394],D01125  Calcipotriene (USAN),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX02,Calcipotriol [DG:DG00394],D10198  Calcipotriol hydrate (JAN),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX03,Calcitriol,NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX03,Calcitriol,D00129  Calcitriol (JAN/USP/INN),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX04,Tacalcitol [DG:DG00395],NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX04,Tacalcitol [DG:DG00395],D08554  Tacalcitol (INN),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX04,Tacalcitol [DG:DG00395],D01472  Tacalcitol hydrate (JP17),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX05,Tazarotene,NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX05,Tazarotene,D01132  Tazarotene (JAN/USAN/INN),D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX52,"Calcipotriol, combinations",NA,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05AX52,"Calcipotriol, combinations",D10534  Calcipotriol - betamethasone dipropionate mixt,D,dermatologicals,D05,antipsoriatics,D05A,antipsoriatics for topical use,D05AX,other antipsoriatics for topical use
D05BA01,Trioxysalen,NA,D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BA,psoralens for systemic use
D05BA01,Trioxysalen,D01034  Trioxsalen (USP),D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BA,psoralens for systemic use
D05BA02,Methoxsalen,NA,D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BA,psoralens for systemic use
D05BA02,Methoxsalen,D00139  Methoxsalen (JP17/USP),D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BA,psoralens for systemic use
D05BA03,Bergapten,NA,D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BA,psoralens for systemic use
D05BA03,Bergapten,D07521  Bergaptene (DCF),D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BA,psoralens for systemic use
D05BB01,Etretinate,NA,D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BB,retinoids for treatment of psoriasis
D05BB01,Etretinate,D00316  Etretinate (JAN/USAN/INN),D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BB,retinoids for treatment of psoriasis
D05BB02,Acitretin,NA,D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BB,retinoids for treatment of psoriasis
D05BB02,Acitretin,D02754  Acitretin (USP/INN),D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BB,retinoids for treatment of psoriasis
D05BX51,"Fumaric acid derivatives, combinations",NA,D,dermatologicals,D05,antipsoriatics,D05B,antipsoriatics for systemic use,D05BX,other antipsoriatics for systemic use
D06AA01,Demeclocycline [DG:DG00396],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA01,Demeclocycline [DG:DG00396],D03680  Demeclocycline (USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA01,Demeclocycline [DG:DG00396],D00290  Demeclocycline hydrochloride (USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA02,Chlortetracycline [DG:DG00007],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA02,Chlortetracycline [DG:DG00007],D07689  Chlortetracycline (INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA02,Chlortetracycline [DG:DG00007],D02255  Chlortetracycline hydrochloride (JAN/USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA02,Chlortetracycline [DG:DG00007],D03477  Chlortetracycline bisulfate (USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA03,Oxytetracycline [DG:DG00397],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA03,Oxytetracycline [DG:DG00397],C06624  Oxytetracycline,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA03,Oxytetracycline [DG:DG00397],D00205  Oxytetracycline (JAN/USP/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA03,Oxytetracycline [DG:DG00397],D01596  Oxytetracycline hydrochloride (JP17/USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA03,Oxytetracycline [DG:DG00397],D05322  Oxytetracycline calcium (USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA04,Tetracycline [DG:DG00005],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA04,Tetracycline [DG:DG00005],D00201  Tetracycline (JAN/USP/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA04,Tetracycline [DG:DG00005],D02122  Tetracycline hydrochloride (JP17/USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AA04,Tetracycline [DG:DG00005],D06098  Tetracycline metaphosphate (JAN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AA,tetracycline and derivatives
D06AX01,Fusidic acid [DG:DG00398],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX01,Fusidic acid [DG:DG00398],D04281  Fusidic acid (USAN/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX01,Fusidic acid [DG:DG00398],D00213  Fusidate sodium (USAN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX01,Fusidic acid [DG:DG00398],D08000  Diethanolamine fusidate,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX01,Fusidic acid [DG:DG00398],D08003  Fusidic acid hemihydrate,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX02,Chloramphenicol [DG:DG00399],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX02,Chloramphenicol [DG:DG00399],D00104  Chloramphenicol (JP17/USP/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX02,Chloramphenicol [DG:DG00399],D01072  Chloramphenicol palmitate (JP17/USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX02,Chloramphenicol [DG:DG00399],D02185  Chloramphenicol sodium succinate (JP17/USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX02,Chloramphenicol [DG:DG00399],D07674  Chloramphenicol stearate,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX02,Chloramphenicol [DG:DG00399],D07675  Chloramphenicol succinate,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX02,Chloramphenicol [DG:DG00399],D03461  Chloramphenicol pantothenate complex (USAN/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX04,Neomycin [DG:DG00003],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX04,Neomycin [DG:DG00003],D08260  Neomycin (INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX04,Neomycin [DG:DG00003],D01618  Neomycin sulfate (USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX04,Neomycin [DG:DG00003],D05141  Neomycin palmitate (USAN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX04,Neomycin [DG:DG00003],D05142  Neomycin undecylenate (USAN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX05,Bacitracin [DG:DG00400],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX05,Bacitracin [DG:DG00400],D00128  Bacitracin (JP17/USP/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX05,Bacitracin [DG:DG00400],D03047  Bacitracin methylene disalicylate (USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX05,Bacitracin [DG:DG00400],D03048  Bacitracin zinc (USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX07,Gentamicin [DG:DG00401],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX07,Gentamicin [DG:DG00401],D08013  Gentamicin (BAN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX07,Gentamicin [DG:DG00401],D01063  Gentamicin sulfate (JP17/USP),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX08,Tyrothricin,NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX08,Tyrothricin,D06262  Tyrothricin (USP/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX09,Mupirocin [DG:DG00402],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX09,Mupirocin [DG:DG00402],D01076  Mupirocin (USP/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX09,Mupirocin [DG:DG00402],D02195  Mupirocin calcium (USAN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX10,Virginiamycin,NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX10,Virginiamycin,D06311  Virginiamycin (USAN/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX11,Rifaximin,NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX11,Rifaximin,D02554  Rifaximin (JAN/USAN/INN),D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
D06AX12,Amikacin [DG:DG00403],NA,D,dermatologicals,D06,antibiotics and chemotherapeutics for dermatological use,D06A,antibiotics for topical use,D06AX,other antibiotics for topical use
