A,B,C,D,E,F
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AA Synthetic anticholinergics, esters with tertiary amino group",A03AA30 Piperidolate [DG:DG00034],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AA Synthetic anticholinergics, esters with tertiary amino group",A03AA30 Piperidolate [DG:DG00034],D08382  Piperidolate (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AA Synthetic anticholinergics, esters with tertiary amino group",A03AA30 Piperidolate [DG:DG00034],D01165  Piperidolate hydrochloride (JAN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB01 Benzilone,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB01 Benzilone,D03088  Benzilonium bromide (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB02 Glycopyrronium,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB02 Glycopyrronium,D00540  Glycopyrrolate (USP)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB03 Oxyphenonium,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB03 Oxyphenonium,D06877  Oxyphenonium bromide (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB04 Penthienate,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB04 Penthienate,D07081  Penthienate bromide (NF XIII)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB05 Propantheline [DG:DG00035],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB05 Propantheline [DG:DG00035],C07506  Propantheline
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB05 Propantheline [DG:DG00035],D00481  Propantheline bromide (JP17/USP/INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB06 Otilonium bromide,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB06 Otilonium bromide,D07083  Otilonium bromide (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB07 Methantheline [DG:DG00036],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB07 Methantheline [DG:DG00036],C07849  Methantheline
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB07 Methantheline [DG:DG00036],D00721  Methanthelinium bromide (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB08 Tridihexethyl [DG:DG00037],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB08 Tridihexethyl [DG:DG00037],C07861  Tridihexethyl
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB08 Tridihexethyl [DG:DG00037],D00723  Tridihexethyl chloride (BAN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB09 Isopropamide [DG:DG00038],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB09 Isopropamide [DG:DG00038],C07055  Isopropamide
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB09 Isopropamide [DG:DG00038],D01005  Isopropamide iodide (JAN/USP/INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB10 Hexocyclium [DG:DG00039],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB10 Hexocyclium [DG:DG00039],C07811  Hexocyclium
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB10 Hexocyclium [DG:DG00039],D01003  Hexocyclium metilsulfate (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB11 Poldine,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB11 Poldine,D05535  Poldine methylsulfate (USAN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB12 Mepenzolate [DG:DG00040],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB12 Mepenzolate [DG:DG00040],C07818  Mepenzolate
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB12 Mepenzolate [DG:DG00040],D00720  Mepenzolate bromide (JP17/INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB13 Bevonium,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB13 Bevonium,D01532  Bevonium methylsulfate (JAN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB14 Pipenzolate,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB14 Pipenzolate,D07084  Pipenzolate bromide (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB15 Diphemanil,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB15 Diphemanil,D06878  Diphemanil metilsulfate (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB16 (2-benzhydryloxyethyl)diethyl-methylammonium iodide,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB17 Tiemonium iodide,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB17 Tiemonium iodide,D01201  Tiemonium iodide (JAN/INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB18 Prifinium bromide,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB18 Prifinium bromide,D01377  Prifinium bromide (JAN/INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB19 Timepidium bromide [DG:DG00041],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB19 Timepidium bromide [DG:DG00041],C12768  Timepidium bromide
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB19 Timepidium bromide [DG:DG00041],D02535  Timepidium bromide hydrate (JP17)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB21 Fenpiverinium,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds",A03AB21 Fenpiverinium,D07070  Fenpiverinium bromide (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AB Synthetic anticholinergics, quaternary ammonium compounds","A03AB53 Oxyphenonium, combinations",
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC Synthetic antispasmodics, amides with tertiary amines",,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC Synthetic antispasmodics, amides with tertiary amines",A03AC02 Dimethylaminopropionylphenothiazine,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC Synthetic antispasmodics, amides with tertiary amines",A03AC02 Dimethylaminopropionylphenothiazine,C17619  10-(beta-Dimethylaminopropionyl)phenothiazine
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC Synthetic antispasmodics, amides with tertiary amines",A03AC04 Nicofetamide,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC Synthetic antispasmodics, amides with tertiary amines",A03AC04 Nicofetamide,C17729  Nicofetamide
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC Synthetic antispasmodics, amides with tertiary amines",A03AC05 Tiropramide [DG:DG00042],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC Synthetic antispasmodics, amides with tertiary amines",A03AC05 Tiropramide [DG:DG00042],D07087  Tiropramide (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"A03AC Synthetic antispasmodics, amides with tertiary amines",A03AC05 Tiropramide [DG:DG00042],D08608  Tiropramide hydrochloride
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD01 Papaverine [DG:DG00043],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD01 Papaverine [DG:DG00043],D07425  Papaverine (BAN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD01 Papaverine [DG:DG00043],D02218  Papaverine hydrochloride (JP17/USP)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD01 Papaverine [DG:DG00043],D07439  Papaverine sulfate
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD02 Drotaverine [DG:DG00044],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD02 Drotaverine [DG:DG00044],D07088  Drotaverine (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD02 Drotaverine [DG:DG00044],D07879  Drotaverine hydrochloride
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD30 Moxaverine [DG:DG00045],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD30 Moxaverine [DG:DG00045],D07089  Moxaverine (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD Papaverine and derivatives,A03AD30 Moxaverine [DG:DG00045],D08238  Moxaverine hydrochloride
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE Serotonin receptor antagonists,,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE Serotonin receptor antagonists,A03AE01 Alosetron [DG:DG00046],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE Serotonin receptor antagonists,A03AE01 Alosetron [DG:DG00046],D07129  Alosetron (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE Serotonin receptor antagonists,A03AE01 Alosetron [DG:DG00046],D02829  Alosetron hydrochloride (USAN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE Serotonin receptor antagonists,A03AE03 Cilansetron [DG:DG00047],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE Serotonin receptor antagonists,A03AE03 Cilansetron [DG:DG00047],D03495  Cilansetron (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE Serotonin receptor antagonists,A03AE03 Cilansetron [DG:DG00047],D03496  Cilansetron hydrochloride (USAN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX01 Fenpiprane,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX01 Fenpiprane,D07091  Fenpiprane (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX02 Diisopromine,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX02 Diisopromine,D07092  Diisopromine (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX03 Chlorbenzoxamine,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX03 Chlorbenzoxamine,D07093  Chlorbenzoxamine (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX04 Pinaverium,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX04 Pinaverium,D07094  Pinaverium bromide (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX05 Fenoverine,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX05 Fenoverine,D07095  Fenoverine (INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX06 Idanpramine,
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX06 Idanpramine,C17728  Idanpramine
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX07 Proxazole [DG:DG00048],
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX07 Proxazole [DG:DG00048],D05644  Proxazole (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX Other drugs for functional gastrointestinal disorders,A03AX07 Proxazole [DG:DG00048],D01650  Proxazole citrate (JAN/USAN)
